Epoch,Training loss,Validation loss
501,0.00654354,0.041256666
502,0.006609116,0.040880434
503,0.006796299,0.041386742
504,0.006646907,0.041530412
505,0.006648876,0.042070799
506,0.006356001,0.041431911
507,0.006751785,0.041502878
508,0.006601437,0.04198879
509,0.006547324,0.041398086
510,0.006652306,0.042473093
511,0.006508782,0.041272659
512,0.006670265,0.040794495
513,0.006519421,0.041068371
514,0.006607732,0.042053007
515,0.006483925,0.040925637
516,0.006516807,0.041703902
517,0.00660066,0.041299988
518,0.006563597,0.041226998
519,0.006602833,0.041199632
520,0.006539871,0.040919226
521,0.006586859,0.041262951
522,0.006380717,0.04083652
523,0.006344102,0.040955782
524,0.00643531,0.041770857
525,0.006392576,0.041138552
526,0.006563286,0.041176356
527,0.006490889,0.04105562
528,0.006430365,0.041684899
529,0.006801802,0.04046933
530,0.006397363,0.040725991
531,0.00665916,0.042476438
532,0.006523494,0.040928066
533,0.006492718,0.040524546
534,0.006591174,0.040432896
535,0.006583425,0.041114382
536,0.006300925,0.041022446
537,0.006728014,0.041124515
538,0.006327709,0.040385719
539,0.006695434,0.041380152
540,0.006565689,0.041496255
541,0.00650515,0.042100675
542,0.006441657,0.041360751
543,0.00651936,0.041307546
544,0.00645012,0.041404899
545,0.006372477,0.041522503
546,0.006419789,0.041451417
547,0.00651874,0.041679241
548,0.006327412,0.040768079
549,0.006735526,0.042258985
550,0.006344387,0.040952519
551,0.006074386,0.041637555
552,0.006161679,0.041063063
553,0.006311106,0.041320384
554,0.006159523,0.040898569
555,0.006156166,0.041073263
556,0.006063918,0.040833909
557,0.006099519,0.04083088
558,0.006116773,0.040931202
559,0.006361772,0.040936962
560,0.006245882,0.040760856
561,0.006194046,0.041000392
562,0.00610639,0.040986452
563,0.006177165,0.041901801
564,0.006293443,0.041311111
565,0.006192884,0.041291337
566,0.006289337,0.041697379
567,0.006205109,0.041335486
568,0.00609785,0.041010063
569,0.006242027,0.040859308
570,0.006091203,0.040667873
571,0.006041975,0.041622128
572,0.0061018,0.041084588
573,0.006134733,0.041446965
574,0.0060972,0.040809687
575,0.006058028,0.040514428
576,0.006145102,0.041346125
577,0.006118305,0.04068869
578,0.006058002,0.041319337
579,0.006198978,0.040287703
580,0.006241142,0.040849309
581,0.006192056,0.040603828
582,0.006053005,0.041058548
583,0.00622076,0.041350003
584,0.006099047,0.040709894
585,0.006118326,0.041108523
586,0.006190456,0.040846188
587,0.006137636,0.041022617
588,0.006156425,0.041519068
589,0.006068171,0.041795723
590,0.00620969,0.041388854
591,0.006080208,0.04106326
592,0.00618705,0.041313615
593,0.005987803,0.041771386
594,0.006040039,0.040930178
595,0.006099261,0.04098849
596,0.006219572,0.041200314
597,0.006118569,0.040352568
598,0.006132454,0.041250709
599,0.006053013,0.041074198
600,0.00588074,0.041156109
601,0.005907733,0.04099695
602,0.005813987,0.040830955
603,0.005866779,0.041028656
604,0.005958685,0.040673397
605,0.005816035,0.041214269
606,0.005785325,0.041002478
607,0.005846279,0.04149219
608,0.005851082,0.040685903
609,0.005846836,0.040638737
610,0.005913797,0.041410074
611,0.005779992,0.041510317
612,0.005735865,0.04113695
613,0.005779576,0.041771833
614,0.005782947,0.041118439
615,0.005770322,0.041357838
616,0.005783844,0.041161176
617,0.005816728,0.040687047
618,0.005897721,0.041426416
619,0.005928313,0.041196518
620,0.005770336,0.040473834
621,0.005753871,0.040237159
622,0.005862582,0.040434714
623,0.005821539,0.040944181
624,0.005850921,0.041199379
625,0.005810054,0.040790252
626,0.005877415,0.041349679
627,0.005702287,0.041061543
628,0.005807615,0.041072331
629,0.005852631,0.040923901
630,0.005827842,0.04144847
631,0.005687951,0.04062885
632,0.005695966,0.040587448
633,0.005811276,0.041173954
634,0.005843495,0.041528653
635,0.005983665,0.040278975
636,0.005742296,0.040651333
637,0.00573082,0.041003149
638,0.005918859,0.041091949
639,0.005684667,0.040523719
640,0.005854126,0.040921982
641,0.005716382,0.041247886
642,0.005888482,0.041626118
643,0.005870346,0.0414887
644,0.005761078,0.041267689
645,0.005730534,0.040864591
646,0.005728262,0.041209448
647,0.005758948,0.040659826
648,0.005752932,0.040379014
649,0.0057643,0.040971935
650,0.005521434,0.041688282
651,0.005422688,0.040326755
652,0.005656005,0.041260488
653,0.005511241,0.04076368
654,0.005612938,0.040936284
655,0.005664843,0.041076276
656,0.005523663,0.0411672
657,0.005670594,0.041196123
658,0.005490735,0.040818777
659,0.005597102,0.041183878
660,0.005558638,0.040760633
661,0.005472876,0.040548977
662,0.005512735,0.04074274
663,0.00557616,0.041111447
664,0.005725866,0.041267913
665,0.005460669,0.041428011
666,0.005646646,0.040954091
667,0.005564132,0.040563092
668,0.005523525,0.041327592
669,0.005500467,0.040787235
670,0.005507695,0.040869661
671,0.005537747,0.041075584
672,0.005498143,0.04110083
673,0.005611672,0.041872185
674,0.005558008,0.041190095
675,0.005592803,0.041238509
676,0.005586165,0.040679246
677,0.005512523,0.041465208
678,0.005451837,0.041167445
679,0.005505815,0.040874224
680,0.005452841,0.041248526
681,0.005682454,0.041049536
682,0.005583201,0.041114949
683,0.005475827,0.041501842
684,0.005625863,0.041247904
685,0.005484205,0.041324813
686,0.005456896,0.04129687
687,0.005672745,0.040931992
688,0.005487251,0.041235216
689,0.005498316,0.040815342
690,0.005543665,0.041201174
691,0.005374504,0.040871188
692,0.005454923,0.040926166
693,0.005498394,0.040824343
694,0.005553121,0.040783633
695,0.00546703,0.041209303
696,0.005413103,0.040790003
697,0.005486533,0.040811229
698,0.005360838,0.040873285
699,0.005592126,0.041508801
700,0.005290733,0.041674059
701,0.005361252,0.04158416
702,0.005432322,0.040847626
703,0.005276634,0.040435638
704,0.005332943,0.04096495
705,0.00524823,0.041174408
706,0.005437922,0.041308984
707,0.005450714,0.040675662
708,0.005440276,0.041262846
709,0.005318927,0.041111495
710,0.005200352,0.041208986
711,0.005302407,0.041142721
712,0.00529668,0.040913541
713,0.005349144,0.040612116
714,0.005279502,0.041455183
715,0.005319769,0.040868096
716,0.005343737,0.040867604
717,0.005212279,0.041113574
718,0.005261182,0.041068897
719,0.005262451,0.040997919
720,0.005363833,0.041051075
721,0.005241964,0.040811688
722,0.005212045,0.04130774
723,0.005289149,0.040887091
724,0.005214542,0.041732691
725,0.005246645,0.041368563
726,0.005289786,0.040788967
727,0.005383707,0.040539041
728,0.00528707,0.041475989
729,0.00539081,0.040542707
730,0.005221005,0.040695064
731,0.005237742,0.041245583
732,0.005197471,0.040998608
733,0.005310173,0.041184697
734,0.005263171,0.041212004
735,0.005288661,0.041176878
736,0.005288106,0.04117712
737,0.00521365,0.040667702
738,0.005147925,0.041475832
739,0.005320248,0.0408177
740,0.005140832,0.041050192
741,0.005297097,0.041109249
742,0.005333085,0.041804485
743,0.005243774,0.040990815
744,0.005214965,0.041066606
745,0.005228707,0.040788334
746,0.005296761,0.041666172
747,0.00537338,0.041165438
748,0.005262599,0.041267481
749,0.005123019,0.04142727
750,0.005187803,0.041682109
751,0.005089791,0.041157179
752,0.005166701,0.040620241
753,0.005021699,0.04113977
754,0.005212286,0.041609764
755,0.00511617,0.041220348
756,0.005072378,0.041015122
757,0.005133976,0.040773369
758,0.005094163,0.041196883
759,0.005060135,0.041287545
760,0.005091406,0.041499648
761,0.00505807,0.041183356
762,0.005109807,0.041051511
763,0.005026544,0.040964495
764,0.005123329,0.04103151
765,0.004987459,0.041545983
766,0.005038191,0.041267961
767,0.005078212,0.041215748
768,0.005082294,0.041145626
769,0.005104756,0.041061793
770,0.005134111,0.040933393
771,0.005001538,0.040656444
772,0.005111561,0.041427355
773,0.005114221,0.041199449
774,0.005010629,0.040799364
775,0.005086171,0.04102464
776,0.005036151,0.041273747
777,0.005047296,0.041049797
778,0.005092346,0.041021999
779,0.005239761,0.041212015
780,0.005041206,0.040895633
781,0.005084298,0.041442633
782,0.005137429,0.040932532
783,0.005089798,0.041552447
784,0.005018159,0.04136546
785,0.005036385,0.041446611
786,0.004987864,0.040928226
787,0.005046073,0.040879905
788,0.004988641,0.041057672
789,0.00506077,0.041379098
790,0.005033219,0.041141633
791,0.005050628,0.040826149
792,0.005127628,0.041264836
793,0.0050768,0.040881392
794,0.005037963,0.040836647
795,0.004989413,0.04108401
796,0.004970697,0.040993787
797,0.004932452,0.041314289
798,0.005017817,0.041186556
799,0.005040255,0.041359246
800,0.004936799,0.041076522
801,0.004942631,0.041254856
802,0.004987125,0.041205775
803,0.00494777,0.040992238
804,0.004985683,0.041763458
805,0.004991746,0.040733051
806,0.004989781,0.041228179
807,0.004853844,0.041067991
808,0.004853533,0.04102812
809,0.005001972,0.040986285
810,0.004888108,0.041139845
811,0.004907198,0.041056849
812,0.004908209,0.040716715
813,0.004926486,0.04110897
814,0.004934521,0.040972158
815,0.004894948,0.040795837
816,0.004941193,0.041065086
817,0.004925777,0.041372985
818,0.004951044,0.041138683
819,0.004935756,0.041095801
820,0.004944887,0.041058958
821,0.004885977,0.040986679
822,0.004984808,0.04149767
823,0.004959256,0.041206244
824,0.004948698,0.041115966
825,0.00483626,0.041091558
826,0.004823058,0.041152176
827,0.004853085,0.041253205
828,0.004929852,0.0408343
829,0.004876226,0.041521721
830,0.004867494,0.041674607
831,0.004888521,0.04092795
832,0.004896,0.040756434
833,0.004788666,0.040958498
834,0.005029846,0.041295398
835,0.004920309,0.04078253
836,0.004927547,0.041132536
837,0.004789851,0.041204475
838,0.004900871,0.041129589
839,0.004900758,0.041710913
840,0.004919157,0.041098893
841,0.004994703,0.040920138
842,0.004830108,0.041177168
843,0.004847727,0.040954154
844,0.004822601,0.041078031
845,0.004845066,0.040777631
846,0.004892639,0.040946893
847,0.004885332,0.041205473
848,0.0048268,0.041377142
849,0.004860682,0.040597633
850,0.004733575,0.041247699
851,0.004772177,0.040620223
852,0.004868205,0.041694511
853,0.004745563,0.040996935
854,0.004727037,0.041212764
855,0.004781378,0.041778658
856,0.004652531,0.041155588
857,0.004750421,0.041139983
858,0.004736695,0.041251197
859,0.004777246,0.040917225
860,0.004804128,0.041256059
861,0.004713306,0.040870059
862,0.004726382,0.040672831
863,0.004681138,0.041286282
864,0.004818093,0.040976245
865,0.004724772,0.041205965
866,0.004723355,0.04091756
867,0.004778276,0.041017435
868,0.00474678,0.041688219
869,0.004755046,0.041453674
870,0.004763831,0.041298635
871,0.004715015,0.041305322
872,0.004627606,0.041208185
873,0.004716607,0.04102033
874,0.004828651,0.041361105
875,0.004794493,0.041410513
876,0.004724286,0.040846918
877,0.004756757,0.041341543
878,0.00469472,0.041248452
879,0.004721242,0.041438639
880,0.004694644,0.041468259
881,0.004765776,0.041418824
882,0.00470166,0.040896356
883,0.004688032,0.041166998
884,0.004730673,0.040953603
885,0.004691468,0.041066531
886,0.004703476,0.041472815
887,0.004679926,0.040642817
888,0.004661635,0.04112462
889,0.004639933,0.040947698
890,0.004793521,0.041733835
891,0.004815919,0.041179653
892,0.00472112,0.041070923
893,0.004749946,0.041339535
894,0.004680895,0.041500483
895,0.004682319,0.041340843
896,0.004701935,0.041248783
897,0.004747531,0.040973119
898,0.004769726,0.041483637
899,0.004634452,0.041360337
900,0.00468979,0.04118729
901,0.00466746,0.040779218
902,0.0046078,0.041195564
903,0.004589698,0.041298736
904,0.004604758,0.041416384
905,0.004643365,0.04135336
906,0.004565205,0.041282512
907,0.00459612,0.040852688
908,0.004593963,0.041166719
909,0.004612872,0.041049227
910,0.004628947,0.041095283
911,0.004674016,0.040773578
912,0.004540209,0.040992998
913,0.004595948,0.041173466
914,0.004652909,0.041124206
915,0.004650947,0.041204449
916,0.004553024,0.041092809
917,0.004556581,0.04162325
918,0.004623548,0.041163828
919,0.004632206,0.041021969
920,0.004509863,0.041178279
921,0.004590321,0.04092025
922,0.004601445,0.041028712
923,0.00461661,0.041036591
924,0.004645953,0.041470069
925,0.004565407,0.041446906
926,0.004576295,0.041023131
927,0.004582436,0.041289344
928,0.004619522,0.041045886
929,0.004526915,0.040797275
930,0.004497904,0.040925018
931,0.004559286,0.04055487
932,0.004574385,0.041033771
933,0.004625833,0.041920669
934,0.004581196,0.041141693
935,0.004591457,0.04084361
936,0.004508606,0.041023131
937,0.004566829,0.040952481
938,0.004599932,0.041132882
939,0.004540707,0.041273259
940,0.004569326,0.041251272
941,0.004670285,0.041701406
942,0.004560473,0.041230783
943,0.004516732,0.041080326
944,0.004546293,0.041285045
945,0.004545607,0.040775917
946,0.004515403,0.04083477
947,0.004534866,0.041193545
948,0.004581731,0.041244086
949,0.004607277,0.040746957
950,0.004437824,0.040687233
951,0.004463348,0.040932771
952,0.004519848,0.041199312
953,0.004472535,0.041364085
954,0.004421018,0.041321572
955,0.004453997,0.041233022
956,0.004459827,0.041220956
957,0.004439286,0.04094718
958,0.004476089,0.041460115
959,0.004537733,0.040794227
960,0.004527722,0.040945508
961,0.004440483,0.040888544
962,0.004466512,0.04145579
963,0.00441703,0.041034579
964,0.004462196,0.041193388
965,0.004427822,0.041279066
966,0.004462266,0.041320071
967,0.004446507,0.040795323
968,0.004454121,0.041153334
969,0.004406255,0.040928971
970,0.004536666,0.041364525
971,0.004352973,0.040706761
972,0.004495054,0.041093815
973,0.004498932,0.041446052
974,0.004487578,0.041160729
975,0.004471762,0.041248843
976,0.004430122,0.041394897
977,0.00444729,0.041257724
978,0.004453513,0.041290786
979,0.004495269,0.041068107
980,0.004464925,0.041264333
981,0.004524164,0.041124299
982,0.004453615,0.040913083
983,0.004387361,0.04136892
984,0.004412435,0.041188218
985,0.004403493,0.041133847
986,0.004429752,0.040984221
987,0.004465666,0.041401085
988,0.004450601,0.041118596
989,0.00445163,0.041341629
990,0.004504905,0.041248161
991,0.00437556,0.041261759
992,0.004392266,0.040864896
993,0.004414256,0.040975388
994,0.004441541,0.040632393
995,0.004505437,0.041179921
996,0.004486578,0.040721852
997,0.004473403,0.041286044
998,0.004446737,0.041401234
999,0.004474659,0.041451316
1000,0.00437501,0.0411551
